timeframe,group,segment,category,year,metric,value
full-year,fish,all,all,2010,participants,161429
full-year,fish,all,all,2011,participants,156011
full-year,fish,all,all,2012,participants,175515
full-year,fish,all,all,2013,participants,169158
full-year,fish,all,all,2014,participants,167281
full-year,fish,all,all,2015,participants,169157
full-year,fish,all,all,2016,participants,173203
full-year,fish,all,all,2017,participants,167032
full-year,fish,all,all,2018,participants,150338
full-year,fish,resident,Non-resident,2010,participants,22262
full-year,fish,resident,Resident,2010,participants,139167
full-year,fish,resident,Non-resident,2011,participants,20887
full-year,fish,resident,Resident,2011,participants,135124
full-year,fish,resident,Non-resident,2012,participants,23207
full-year,fish,resident,Resident,2012,participants,152308
full-year,fish,resident,Non-resident,2013,participants,22972
full-year,fish,resident,Resident,2013,participants,146186
full-year,fish,resident,Non-resident,2014,participants,23914
full-year,fish,resident,Resident,2014,participants,143367
full-year,fish,resident,Non-resident,2015,participants,24905
full-year,fish,resident,Resident,2015,participants,144252
full-year,fish,resident,Non-resident,2016,participants,25854
full-year,fish,resident,Resident,2016,participants,147349
full-year,fish,resident,Non-resident,2017,participants,25944
full-year,fish,resident,Resident,2017,participants,141088
full-year,fish,resident,Non-resident,2018,participants,23862
full-year,fish,resident,Resident,2018,participants,126476
full-year,fish,ageGroup,18-24,2010,participants,23636
full-year,fish,ageGroup,25-34,2010,participants,37821
full-year,fish,ageGroup,35-44,2010,participants,35283
full-year,fish,ageGroup,45-54,2010,participants,37136
full-year,fish,ageGroup,55-64,2010,participants,27619
full-year,fish,ageGroup,18-24,2011,participants,22564
full-year,fish,ageGroup,25-34,2011,participants,37095
full-year,fish,ageGroup,35-44,2011,participants,33665
full-year,fish,ageGroup,45-54,2011,participants,35178
full-year,fish,ageGroup,55-64,2011,participants,27575
full-year,fish,ageGroup,18-24,2012,participants,26728
full-year,fish,ageGroup,25-34,2012,participants,42983
full-year,fish,ageGroup,35-44,2012,participants,37800
full-year,fish,ageGroup,45-54,2012,participants,37652
full-year,fish,ageGroup,55-64,2012,participants,30422
full-year,fish,ageGroup,18-24,2013,participants,26594
full-year,fish,ageGroup,25-34,2013,participants,41219
full-year,fish,ageGroup,35-44,2013,participants,36426
full-year,fish,ageGroup,45-54,2013,participants,35257
full-year,fish,ageGroup,55-64,2013,participants,29711
full-year,fish,ageGroup,18-24,2014,participants,26497
full-year,fish,ageGroup,25-34,2014,participants,41404
full-year,fish,ageGroup,35-44,2014,participants,36029
full-year,fish,ageGroup,45-54,2014,participants,33768
full-year,fish,ageGroup,55-64,2014,participants,29653
full-year,fish,ageGroup,18-24,2015,participants,26451
full-year,fish,ageGroup,25-34,2015,participants,42370
full-year,fish,ageGroup,35-44,2015,participants,36730
full-year,fish,ageGroup,45-54,2015,participants,33499
full-year,fish,ageGroup,55-64,2015,participants,30176
full-year,fish,ageGroup,18-24,2016,participants,26845
full-year,fish,ageGroup,25-34,2016,participants,43231
full-year,fish,ageGroup,35-44,2016,participants,38250
full-year,fish,ageGroup,45-54,2016,participants,33704
full-year,fish,ageGroup,55-64,2016,participants,31259
full-year,fish,ageGroup,18-24,2017,participants,24851
full-year,fish,ageGroup,25-34,2017,participants,40899
full-year,fish,ageGroup,35-44,2017,participants,37923
full-year,fish,ageGroup,45-54,2017,participants,32116
full-year,fish,ageGroup,55-64,2017,participants,31317
full-year,fish,ageGroup,18-24,2018,participants,21629
full-year,fish,ageGroup,25-34,2018,participants,36345
full-year,fish,ageGroup,35-44,2018,participants,34825
full-year,fish,ageGroup,45-54,2018,participants,28409
full-year,fish,ageGroup,55-64,2018,participants,29180
full-year,fish,gender,Female,2010,participants,34945
full-year,fish,gender,Male,2010,participants,126484
full-year,fish,gender,Female,2011,participants,34335
full-year,fish,gender,Male,2011,participants,121676
full-year,fish,gender,Female,2012,participants,40692
full-year,fish,gender,Male,2012,participants,134823
full-year,fish,gender,Female,2013,participants,39395
full-year,fish,gender,Male,2013,participants,129763
full-year,fish,gender,Female,2014,participants,40103
full-year,fish,gender,Male,2014,participants,127178
full-year,fish,gender,Female,2015,participants,41211
full-year,fish,gender,Male,2015,participants,127946
full-year,fish,gender,Female,2016,participants,42824
full-year,fish,gender,Male,2016,participants,130379
full-year,fish,gender,Female,2017,participants,41509
full-year,fish,gender,Male,2017,participants,125523
full-year,fish,gender,Female,2018,participants,36124
full-year,fish,gender,Male,2018,participants,114214
full-year,hunt,all,all,2010,participants,242255
full-year,hunt,all,all,2011,participants,237258
full-year,hunt,all,all,2012,participants,249815
full-year,hunt,all,all,2013,participants,241850
full-year,hunt,all,all,2014,participants,240385
full-year,hunt,all,all,2015,participants,246659
full-year,hunt,all,all,2016,participants,251363
full-year,hunt,all,all,2017,participants,245218
full-year,hunt,all,all,2018,participants,232584
full-year,hunt,resident,Non-resident,2010,participants,50348
full-year,hunt,resident,Resident,2010,participants,191907
full-year,hunt,resident,Non-resident,2011,participants,49760
full-year,hunt,resident,Resident,2011,participants,187498
full-year,hunt,resident,Non-resident,2012,participants,50568
full-year,hunt,resident,Resident,2012,participants,199247
full-year,hunt,resident,Non-resident,2013,participants,48761
full-year,hunt,resident,Resident,2013,participants,193089
full-year,hunt,resident,Non-resident,2014,participants,49264
full-year,hunt,resident,Resident,2014,participants,191121
full-year,hunt,resident,Non-resident,2015,participants,52778
full-year,hunt,resident,Resident,2015,participants,193881
full-year,hunt,resident,Non-resident,2016,participants,55319
full-year,hunt,resident,Resident,2016,participants,196044
full-year,hunt,resident,Non-resident,2017,participants,56131
full-year,hunt,resident,Resident,2017,participants,189087
full-year,hunt,resident,Non-resident,2018,participants,55393
full-year,hunt,resident,Resident,2018,participants,177191
full-year,hunt,ageGroup,18-24,2010,participants,34770
full-year,hunt,ageGroup,25-34,2010,participants,55707
full-year,hunt,ageGroup,35-44,2010,participants,53390
full-year,hunt,ageGroup,45-54,2010,participants,58289
full-year,hunt,ageGroup,55-64,2010,participants,43093
full-year,hunt,ageGroup,18-24,2011,participants,33734
full-year,hunt,ageGroup,25-34,2011,participants,55212
full-year,hunt,ageGroup,35-44,2011,participants,51786
full-year,hunt,ageGroup,45-54,2011,participants,55677
full-year,hunt,ageGroup,55-64,2011,participants,43598
full-year,hunt,ageGroup,18-24,2012,participants,36930
full-year,hunt,ageGroup,25-34,2012,participants,59865
full-year,hunt,ageGroup,35-44,2012,participants,54317
full-year,hunt,ageGroup,45-54,2012,participants,56140
full-year,hunt,ageGroup,55-64,2012,participants,45225
full-year,hunt,ageGroup,18-24,2013,participants,36746
full-year,hunt,ageGroup,25-34,2013,participants,58169
full-year,hunt,ageGroup,35-44,2013,participants,52749
full-year,hunt,ageGroup,45-54,2013,participants,52520
full-year,hunt,ageGroup,55-64,2013,participants,44140
full-year,hunt,ageGroup,18-24,2014,participants,36826
full-year,hunt,ageGroup,25-34,2014,participants,58495
full-year,hunt,ageGroup,35-44,2014,participants,52371
full-year,hunt,ageGroup,45-54,2014,participants,50958
full-year,hunt,ageGroup,55-64,2014,participants,44301
full-year,hunt,ageGroup,18-24,2015,participants,37379
full-year,hunt,ageGroup,25-34,2015,participants,60641
full-year,hunt,ageGroup,35-44,2015,participants,54038
full-year,hunt,ageGroup,45-54,2015,participants,51326
full-year,hunt,ageGroup,55-64,2015,participants,46064
full-year,hunt,ageGroup,18-24,2016,participants,37902
full-year,hunt,ageGroup,25-34,2016,participants,61528
full-year,hunt,ageGroup,35-44,2016,participants,55780
full-year,hunt,ageGroup,45-54,2016,participants,51249
full-year,hunt,ageGroup,55-64,2016,participants,47699
full-year,hunt,ageGroup,18-24,2017,participants,35778
full-year,hunt,ageGroup,25-34,2017,participants,59149
full-year,hunt,ageGroup,35-44,2017,participants,55466
full-year,hunt,ageGroup,45-54,2017,participants,49272
full-year,hunt,ageGroup,55-64,2017,participants,48017
full-year,hunt,ageGroup,18-24,2018,participants,32631
full-year,hunt,ageGroup,25-34,2018,participants,55334
full-year,hunt,ageGroup,35-44,2018,participants,53762
full-year,hunt,ageGroup,45-54,2018,participants,46305
full-year,hunt,ageGroup,55-64,2018,participants,46982
full-year,hunt,gender,Female,2010,participants,41123
full-year,hunt,gender,Male,2010,participants,201132
full-year,hunt,gender,Female,2011,participants,40632
full-year,hunt,gender,Male,2011,participants,196626
full-year,hunt,gender,Female,2012,participants,46652
full-year,hunt,gender,Male,2012,participants,203163
full-year,hunt,gender,Female,2013,participants,45689
full-year,hunt,gender,Male,2013,participants,196161
full-year,hunt,gender,Female,2014,participants,46668
full-year,hunt,gender,Male,2014,participants,193717
full-year,hunt,gender,Female,2015,participants,48354
full-year,hunt,gender,Male,2015,participants,198305
full-year,hunt,gender,Female,2016,participants,50227
full-year,hunt,gender,Male,2016,participants,201136
full-year,hunt,gender,Female,2017,participants,48854
full-year,hunt,gender,Male,2017,participants,196364
full-year,hunt,gender,Female,2018,participants,45102
full-year,hunt,gender,Male,2018,participants,187482
full-year,hunt,gender,gender,2010,participants,36188
full-year,hunt,gender,gender,2010,participants,155719
full-year,hunt,gender,gender,2011,participants,35833
full-year,hunt,gender,gender,2011,participants,151665
full-year,hunt,gender,gender,2012,participants,41264
full-year,hunt,gender,gender,2012,participants,157983
full-year,hunt,gender,gender,2013,participants,40128
full-year,hunt,gender,gender,2013,participants,152961
full-year,hunt,gender,gender,2014,participants,40752
full-year,hunt,gender,gender,2014,participants,150369
full-year,hunt,gender,gender,2015,participants,42173
full-year,hunt,gender,gender,2015,participants,151708
full-year,hunt,gender,gender,2016,participants,43596
full-year,hunt,gender,gender,2016,participants,152448
full-year,hunt,gender,gender,2017,participants,42138
full-year,hunt,gender,gender,2017,participants,146949
full-year,hunt,gender,gender,2018,participants,38693
full-year,hunt,gender,gender,2018,participants,138498
full-year,all,all,all,2010,churn,37.70820003715094
full-year,all,all,all,2011,churn,35.979667789209266
full-year,all,all,all,2012,churn,38.7867021595981
full-year,all,all,all,2013,churn,38.254994707594605
full-year,all,all,all,2014,churn,37.561825843514576
full-year,all,all,all,2015,churn,37.829148743812304
full-year,all,all,all,2016,churn,39.62874408723639
full-year,all,all,all,2017,churn,41.22737263633509
full-year,all,resident,Non-resident,2010,churn,57.02907761976642
full-year,all,resident,Resident,2010,churn,32.63924713533118
full-year,all,resident,Non-resident,2011,churn,56.76131910532345
full-year,all,resident,Resident,2011,churn,30.464324952799497
full-year,all,resident,Non-resident,2012,churn,58.82771713336498
full-year,all,resident,Resident,2012,churn,33.70038193799656
full-year,all,resident,Non-resident,2013,churn,58.0135764237813
full-year,all,resident,Resident,2013,churn,33.265491079520444
full-year,all,resident,Non-resident,2014,churn,57.14807672790013
full-year,all,resident,Resident,2014,churn,32.51328952325143
full-year,all,resident,Non-resident,2015,churn,57.56754708401228
full-year,all,resident,Resident,2015,churn,32.455991046054024
full-year,all,resident,Non-resident,2016,churn,58.64350404020319
full-year,all,resident,Resident,2016,churn,34.26322662259493
full-year,all,resident,Non-resident,2017,churn,59.88491208066844
full-year,all,resident,Resident,2017,churn,35.68897679436465
full-year,all,ageGroup,18-24,2010,churn,51.696865113603685
full-year,all,ageGroup,25-34,2010,churn,44.662250704579314
full-year,all,ageGroup,35-44,2010,churn,42.826371979771494
full-year,all,ageGroup,45-54,2010,churn,40.21685052068143
full-year,all,ageGroup,55-64,2010,churn,36.159004942798134
full-year,all,ageGroup,18-24,2011,churn,49.28262287306575
full-year,all,ageGroup,25-34,2011,churn,42.58675650220967
full-year,all,ageGroup,35-44,2011,churn,40.822986463784346
full-year,all,ageGroup,45-54,2011,churn,38.581460926414856
full-year,all,ageGroup,55-64,2011,churn,35.83421257855865
full-year,all,ageGroup,18-24,2012,churn,51.890062279989166
full-year,all,ageGroup,25-34,2012,churn,46.03023469472981
full-year,all,ageGroup,35-44,2012,churn,43.39157169946794
full-year,all,ageGroup,45-54,2012,churn,41.558603491271825
full-year,all,ageGroup,55-64,2012,churn,37.85295743504699
full-year,all,ageGroup,18-24,2013,churn,51.039512354413844
full-year,all,ageGroup,25-34,2013,churn,44.90974729241877
full-year,all,ageGroup,35-44,2013,churn,42.70412709245673
full-year,all,ageGroup,45-54,2013,churn,41.25778260124522
full-year,all,ageGroup,55-64,2013,churn,37.32499660187577
full-year,all,ageGroup,18-24,2014,churn,51.35898340981292
full-year,all,ageGroup,25-34,2014,churn,44.74417491495291
full-year,all,ageGroup,35-44,2014,churn,42.117121417524295
full-year,all,ageGroup,45-54,2014,churn,40.62481602857199
full-year,all,ageGroup,55-64,2014,churn,36.29714904855421
full-year,all,ageGroup,18-24,2015,churn,51.405869605928466
full-year,all,ageGroup,25-34,2015,churn,45.35545258158671
full-year,all,ageGroup,35-44,2015,churn,42.17957733446834
full-year,all,ageGroup,45-54,2015,churn,41.088337294938235
full-year,all,ageGroup,55-64,2015,churn,36.221344216741926
full-year,all,ageGroup,18-24,2016,churn,53.31908606405994
full-year,all,ageGroup,25-34,2016,churn,47.245156676635034
full-year,all,ageGroup,35-44,2016,churn,43.52276801721047
full-year,all,ageGroup,45-54,2016,churn,42.802786395832115
full-year,all,ageGroup,55-64,2016,churn,38.09094530283654
full-year,all,ageGroup,18-24,2017,churn,54.164570406394994
full-year,all,ageGroup,25-34,2017,churn,48.548629778025735
full-year,all,ageGroup,35-44,2017,churn,44.98070890275124
full-year,all,ageGroup,45-54,2017,churn,44.25570776255708
full-year,all,ageGroup,55-64,2017,churn,39.57556698669221
full-year,all,gender,Female,2010,churn,52.18977214697371
full-year,all,gender,Male,2010,churn,34.747330111568516
full-year,all,gender,Female,2011,churn,48.28952549714511
full-year,all,gender,Male,2011,churn,33.43589639266225
full-year,all,gender,Female,2012,churn,51.616222241275835
full-year,all,gender,Male,2012,churn,35.84067965131446
full-year,all,gender,Female,2013,churn,50.52309039177063
full-year,all,gender,Male,2013,churn,35.39757144459285
full-year,all,gender,Female,2014,churn,50.27531977803012
full-year,all,gender,Male,2014,churn,34.49876109849267
full-year,all,gender,Female,2015,churn,49.90693634445961
full-year,all,gender,Male,2015,churn,34.884143112881674
full-year,all,gender,Female,2016,churn,51.62163776454894
full-year,all,gender,Male,2016,churn,36.63391933815925
full-year,all,gender,Female,2017,churn,53.44291153232079
full-year,all,gender,Male,2017,churn,38.18830874527038
full-year,fish,all,all,2010,churn,45.072446710318474
full-year,fish,all,all,2011,churn,40.56957522225997
full-year,fish,all,all,2012,churn,44.46001766230807
full-year,fish,all,all,2013,churn,44.553612598872064
full-year,fish,all,all,2014,churn,44.35829532343781
full-year,fish,all,all,2015,churn,44.15070023705788
full-year,fish,all,all,2016,churn,46.25497248892918
full-year,fish,all,all,2017,churn,48.80621677283395
full-year,fish,resident,Non-resident,2010,churn,68.10259635252898
full-year,fish,resident,Resident,2010,churn,41.388403860110515
full-year,fish,resident,Non-resident,2011,churn,64.99736678316657
full-year,fish,resident,Resident,2011,churn,36.79361179361179
full-year,fish,resident,Non-resident,2012,churn,66.85482828456931
full-year,fish,resident,Resident,2012,churn,41.04774535809019
full-year,fish,resident,Non-resident,2013,churn,65.82361135295142
full-year,fish,resident,Resident,2013,churn,41.21119669462192
full-year,fish,resident,Non-resident,2014,churn,66.60115413565275
full-year,fish,resident,Resident,2014,churn,40.648126835324724
full-year,fish,resident,Non-resident,2015,churn,67.27966271832966
full-year,fish,resident,Resident,2015,churn,40.157502149017
full-year,fish,resident,Non-resident,2016,churn,68.54258528660942
full-year,fish,resident,Resident,2016,churn,42.34436609681776
full-year,fish,resident,Non-resident,2017,churn,70.8872957138452
full-year,fish,resident,Resident,2017,churn,44.74583238829666
full-year,fish,ageGroup,18-24,2010,churn,61.753257742426804
full-year,fish,ageGroup,25-34,2010,churn,52.79342164406018
full-year,fish,ageGroup,35-44,2010,churn,49.958903721338885
full-year,fish,ageGroup,45-54,2010,churn,46.12505385609651
full-year,fish,ageGroup,55-64,2010,churn,40.71472537021615
full-year,fish,ageGroup,18-24,2011,churn,57.15298705903209
full-year,fish,ageGroup,25-34,2011,churn,48.17899986521095
full-year,fish,ageGroup,35-44,2011,churn,45.1656022575375
full-year,fish,ageGroup,45-54,2011,churn,42.04047984535789
full-year,fish,ageGroup,55-64,2011,churn,37.657298277425205
full-year,fish,ageGroup,18-24,2012,churn,59.76504040706375
full-year,fish,ageGroup,25-34,2012,churn,52.56729404648349
full-year,fish,ageGroup,35-44,2012,churn,49.111111111111114
full-year,fish,ageGroup,45-54,2012,churn,45.65760118984383
full-year,fish,ageGroup,55-64,2012,churn,40.98678587864046
full-year,fish,ageGroup,18-24,2013,churn,59.31413100699407
full-year,fish,ageGroup,25-34,2013,churn,51.68247652781485
full-year,fish,ageGroup,35-44,2013,churn,48.7810904299127
full-year,fish,ageGroup,45-54,2013,churn,46.243299202995146
full-year,fish,ageGroup,55-64,2013,churn,41.408905792467436
full-year,fish,ageGroup,18-24,2014,churn,59.82941465071517
full-year,fish,ageGroup,25-34,2014,churn,51.777606028403056
full-year,fish,ageGroup,35-44,2014,churn,48.363818035471425
full-year,fish,ageGroup,45-54,2014,churn,46.01990049751244
full-year,fish,ageGroup,55-64,2014,churn,41.10545307388797
full-year,fish,ageGroup,18-24,2015,churn,59.86919209103626
full-year,fish,ageGroup,25-34,2015,churn,51.774840689166865
full-year,fish,ageGroup,35-44,2015,churn,48.350122515654775
full-year,fish,ageGroup,45-54,2015,churn,46.207349473118605
full-year,fish,ageGroup,55-64,2015,churn,40.48581654294804
full-year,fish,ageGroup,18-24,2016,churn,61.855094058483886
full-year,fish,ageGroup,25-34,2016,churn,54.33138257269089
full-year,fish,ageGroup,35-44,2016,churn,49.62091503267974
full-year,fish,ageGroup,45-54,2016,churn,48.21682886304296
full-year,fish,ageGroup,55-64,2016,churn,42.71089926101283
full-year,fish,ageGroup,18-24,2017,churn,63.23286789264013
full-year,fish,ageGroup,25-34,2017,churn,56.24587398224895
full-year,fish,ageGroup,35-44,2017,churn,52.27434538406771
full-year,fish,ageGroup,45-54,2017,churn,50.977705816415494
full-year,fish,ageGroup,55-64,2017,churn,45.41622760800843
full-year,fish,gender,Female,2010,churn,55.470024323937615
full-year,fish,gender,Male,2010,churn,42.19980392776952
full-year,fish,gender,Female,2011,churn,50.46454055628368
full-year,fish,gender,Male,2011,churn,37.77737598211644
full-year,fish,gender,Female,2012,churn,54.40627150299812
full-year,fish,gender,Male,2012,churn,41.45805982658745
full-year,fish,gender,Female,2013,churn,53.43571519228328
full-year,fish,gender,Male,2013,churn,41.85707790356265
full-year,fish,gender,Female,2014,churn,53.39002069670599
full-year,fish,gender,Male,2014,churn,41.510324112660996
full-year,fish,gender,Female,2015,churn,53.19696197617141
full-year,fish,gender,Male,2015,churn,41.23692807903334
full-year,fish,gender,Female,2016,churn,54.861759760881746
full-year,fish,gender,Male,2016,churn,43.42800604391812
full-year,fish,gender,Female,2017,churn,57.339372184345564
full-year,fish,gender,Male,2017,churn,45.9844012651068
full-year,hunt,all,all,2010,churn,37.70820003715094
full-year,hunt,all,all,2011,churn,35.97939795496885
full-year,hunt,all,all,2012,churn,38.78830334447491
full-year,hunt,all,all,2013,churn,38.256357246227005
